wl_um,n,k
7.65,2.22536309013,0.003
7.66,2.22527725322,0.003
7.67,2.22519141631,0.003
7.68,2.2251055794,0.003
7.69,2.22501974249,0.003
7.7,2.2249359401,0.003
7.71,2.22485274542,0.003
7.72,2.22476955075,0.003
7.73,2.22468635607,0.003
7.74,2.2246031614,0.003
7.75,2.22451996672,0.003
7.76,2.22443677205,0.003
7.77,2.22435357737,0.003
7.78,2.2242703827,0.003
7.79,2.22418718802,0.003
7.8,2.22410399334,0.003
7.81,2.22402079867,0.003
7.82,2.22393951613,0.003
7.83,2.22385887097,0.003
7.84,2.22377822581,0.003
7.85,2.22369758065,0.003
7.86,2.22361693548,0.003
7.87,2.22353629032,0.003
7.88,2.22345564516,0.003
7.89,2.223375,0.003
7.9,2.22329435484,0.003
7.91,2.22321370968,0.003
7.92,2.22313306452,0.003
7.93,2.22305241935,0.003
7.94,2.2229453125,0.003
7.95,2.2227890625,0.003
7.96,2.2226328125,0.003
7.97,2.2224765625,0.003
7.98,2.2223203125,0.003
7.99,2.2221640625,0.003
8,2.2220078125,0.003
8.01,2.2218515625,0.003
8.02,2.2216953125,0.003
8.03,2.2215390625,0.003
8.04,2.2213828125,0.003
8.05,2.2212265625,0.003
8.06,2.2210703125,0.003
8.07,2.22095839637,0.00304160363086
8.08,2.2208827534,0.00311724659607
8.09,2.22080711044,0.00319288956127
8.1,2.22073146747,0.00326853252648
8.11,2.22065582451,0.00334417549168
8.12,2.22058018154,0.00341981845688
8.13,2.22050453858,0.00349546142209
8.14,2.22042889561,0.00357110438729
8.15,2.22035325265,0.0036467473525
8.16,2.22027760968,0.0037223903177
8.17,2.22020196672,0.0037980332829
8.18,2.22012632375,0.00387367624811
8.19,2.22005068079,0.00394931921331
8.2,2.21997584187,0.004
8.21,2.21990263543,0.004
8.22,2.21982942899,0.004
8.23,2.21975622255,0.004
8.24,2.21968301611,0.004
8.25,2.21960980966,0.004
8.26,2.21953660322,0.004
8.27,2.21946339678,0.004
8.28,2.21939019034,0.004
8.29,2.21931698389,0.004
8.3,2.21924377745,0.004
8.31,2.21917057101,0.004
8.32,2.21909736457,0.004
8.33,2.21902415813,0.004
8.34,2.21890516631,0.004
8.35,2.2187636235,0.004
8.36,2.21862208068,0.004
8.37,2.21848053786,0.004
8.38,2.21833899505,0.004
8.39,2.21819745223,0.004
8.4,2.21805590941,0.004
8.41,2.2179143666,0.004
8.42,2.21777282378,0.004
8.43,2.21763128096,0.004
8.44,2.21748973815,0.004
8.45,2.21734819533,0.004
8.46,2.21720665251,0.004
8.47,2.2170651097,0.004
8.48,2.21696303901,0.00396303901437
8.49,2.21689459274,0.0038945927447
8.5,2.21682614648,0.00382614647502
8.51,2.21675770021,0.00375770020534
8.52,2.21668925394,0.00368925393566
8.53,2.21662080767,0.00362080766598
8.54,2.2165523614,0.0035523613963
8.55,2.21648391513,0.00348391512663
8.56,2.21641546886,0.00341546885695
8.57,2.21634702259,0.00334702258727
8.58,2.21627857632,0.00327857631759
8.59,2.21621013005,0.00321013004791
8.6,2.21614168378,0.00314168377823
8.61,2.21607323751,0.00307323750856
8.62,2.21600479124,0.00300479123888
8.63,2.21587698413,0.003
8.64,2.21574470899,0.003
8.65,2.21561243386,0.003
8.66,2.21548015873,0.003
8.67,2.2153478836,0.003
8.68,2.21521560847,0.003
8.69,2.21508333333,0.003
8.7,2.2149510582,0.003
8.71,2.21481878307,0.003
8.72,2.21468650794,0.003
8.73,2.2145542328,0.003
8.74,2.21442195767,0.003
8.75,2.21428968254,0.003
8.76,2.21415740741,0.003
8.77,2.21402513228,0.003
8.78,2.21394830887,0.003
8.79,2.21388449266,0.003
8.8,2.21382067645,0.003
8.81,2.21375686024,0.003
8.82,2.21369304403,0.003
8.83,2.21362922782,0.003
8.84,2.21356541161,0.003
8.85,2.21350159541,0.003
8.86,2.2134377792,0.003
8.87,2.21337396299,0.003
8.88,2.21331014678,0.003
8.89,2.21324633057,0.003
8.9,2.21318251436,0.003
8.91,2.21311869815,0.003
8.92,2.21305488194,0.003
8.93,2.212982748,0.003
8.94,2.21285951941,0.003
8.95,2.21273629082,0.003
8.96,2.21261306223,0.003
8.97,2.21248983364,0.003
8.98,2.21236660505,0.003
8.99,2.21224337646,0.003
9,2.21212014787,0.003
9.01,2.21199691929,0.003
9.02,2.2118736907,0.003
9.03,2.21175046211,0.003
9.04,2.21162723352,0.003
9.05,2.21150400493,0.003
9.06,2.21138077634,0.003
9.07,2.21125754775,0.003
9.08,2.21113431916,0.003
9.09,2.21101109057,0.003
9.1,2.21089192399,0.003
9.11,2.21077315914,0.003
9.12,2.2106543943,0.003
9.13,2.21053562945,0.003
9.14,2.21041686461,0.003
9.15,2.21029809976,0.003
9.16,2.21017933492,0.003
9.17,2.21006057007,0.003
9.18,2.20994180523,0.003
9.19,2.20982304038,0.003
9.2,2.20970427553,0.003
9.21,2.20958551069,0.003
9.22,2.20946674584,0.003
9.23,2.209347981,0.003
9.24,2.20922921615,0.003
9.25,2.20911045131,0.003
9.26,2.20899198626,0.003
9.27,2.20887750429,0.003
9.28,2.20876302232,0.003
9.29,2.20864854035,0.003
9.3,2.20853405839,0.003
9.31,2.20841957642,0.003
9.32,2.20830509445,0.003
9.33,2.20819061248,0.003
9.34,2.20807613051,0.003
9.35,2.20796164854,0.003
9.36,2.20784716657,0.003
9.37,2.2077326846,0.003
9.38,2.20761820263,0.003
9.39,2.20750372066,0.003
9.4,2.20738923869,0.003
9.41,2.20727475673,0.003
9.42,2.20716027476,0.003
9.43,2.20704579279,0.003
9.44,2.20690077178,0.003
9.45,2.2067353914,0.003
9.46,2.20657001103,0.003
9.47,2.20640463065,0.003
9.48,2.20623925028,0.003
9.49,2.2060738699,0.003
9.5,2.20590848953,0.003
9.51,2.20574310915,0.003
9.52,2.20557772878,0.003
9.53,2.2054123484,0.003
9.54,2.20524696803,0.003
9.55,2.20508158765,0.003
9.56,2.20491620728,0.003
9.57,2.2047508269,0.003
9.58,2.20458544653,0.003
9.59,2.20442006615,0.003
9.6,2.20425468578,0.003
9.61,2.2040893054,0.003
9.62,2.20392679045,0.00297559681698
9.63,2.20376763926,0.0029225464191
9.64,2.20360848806,0.00286949602122
9.65,2.20344933687,0.00281644562334
9.66,2.20329018568,0.00276339522546
9.67,2.20313103448,0.00271034482759
9.68,2.20297188329,0.00265729442971
9.69,2.2028127321,0.00260424403183
9.7,2.2026535809,0.00255119363395
9.71,2.20249442971,0.00249814323607
9.72,2.20233527851,0.0024450928382
9.73,2.20217612732,0.00239204244032
9.74,2.20201697613,0.00233899204244
9.75,2.20185782493,0.00228594164456
9.76,2.20169867374,0.00223289124668
9.77,2.20153952255,0.00217984084881
9.78,2.20138037135,0.00212679045093
9.79,2.20122122016,0.00207374005305
9.8,2.20106206897,0.00202068965517
9.81,2.20093778684,0.002
9.82,2.20083579806,0.002
9.83,2.20073380928,0.002
9.84,2.2006318205,0.002
9.85,2.20052983172,0.002
9.86,2.20042784294,0.002
9.87,2.20032585416,0.002
9.88,2.20022386537,0.002
9.89,2.20012187659,0.002
9.9,2.20001988781,0.002
9.91,2.19991789903,0.002
9.92,2.19981591025,0.002
9.93,2.19971392147,0.002
9.94,2.19961193269,0.002
9.95,2.19950994391,0.002
9.96,2.19940795512,0.002
9.97,2.19930596634,0.002
9.98,2.19920397756,0.002
9.99,2.19910198878,0.002
10,2.199,0.002
10.01,2.19885301323,0.002
10.02,2.19870602646,0.002
10.03,2.19855903969,0.002
10.04,2.19841205292,0.002
10.05,2.19826506614,0.002
10.06,2.19811807937,0.002
10.07,2.1979710926,0.002
10.08,2.19782410583,0.002
10.09,2.19767711906,0.002
10.1,2.19753013229,0.002
10.11,2.19738314552,0.002
10.12,2.19723615875,0.002
10.13,2.19708917197,0.002
10.14,2.1969421852,0.002
10.15,2.19679519843,0.002
10.16,2.19664821166,0.002
10.17,2.19650122489,0.002
10.18,2.19635423812,0.002
10.19,2.19620725135,0.002
10.2,2.19606026458,0.002
10.21,2.19588899341,0.002
10.22,2.19570084666,0.002
10.23,2.19551269991,0.002
10.24,2.19532455315,0.002
10.25,2.1951364064,0.002
10.26,2.19494825964,0.002
10.27,2.19476011289,0.002
10.28,2.19457196613,0.002
10.29,2.19438381938,0.002
10.3,2.19419567262,0.002
10.31,2.19400752587,0.002
10.32,2.19381937912,0.002
10.33,2.19363123236,0.002
10.34,2.19344308561,0.002
10.35,2.19325493885,0.002
10.36,2.1930667921,0.002
10.37,2.19287864534,0.002
10.38,2.19269049859,0.002
10.39,2.19250235183,0.002
10.4,2.19231420508,0.002
10.41,2.19212605833,0.002
10.42,2.19195532491,0.002
10.43,2.19181994585,0.002
10.44,2.19168456679,0.002
10.45,2.19154918773,0.002
10.46,2.19141380866,0.002
10.47,2.1912784296,0.002
10.48,2.19114305054,0.002
10.49,2.19100767148,0.002
10.5,2.19087229242,0.002
10.51,2.19073691336,0.002
10.52,2.1906015343,0.002
10.53,2.19046615523,0.002
10.54,2.19033077617,0.002
