wl_um,n,k
2.22,2.04099989032,9.40680490757e-80
2.23,2.04083080501,7.5326667044e-80
2.24,2.04066159074,6.04589523763e-80
2.25,2.04049191167,4.85386437282e-80
2.26,2.04032173008,3.9124732968e-80
2.27,2.04015125386,3.14931366785e-80
2.28,2.0399804855,2.54992120759e-80
2.29,2.03980923508,2.05863275546e-80
2.3,2.03963759338,1.67317041917e-80
2.31,2.03946562697,1.35576601629e-80
2.32,2.03929325035,1.1055326477e-80
2.33,2.03912035995,8.98675140066e-81
2.34,2.03894712484,7.35200870625e-81
2.35,2.03877353429,5.99731564908e-81
2.36,2.03859940757,4.9213426163e-81
2.37,2.03842491761,4.02934826118e-81
2.38,2.03824987635,3.31453326374e-81
2.39,2.03807458153,2.72441839716e-81
2.4,2.0378987085,2.24607710705e-81
2.41,2.03772237244,1.85309929045e-81
