wavelength_nm,angle=0|pol=p|R,angle=0|pol=s|R,angle=30|pol=p|R,angle=30|pol=s|R,angle=45|pol=p|R,angle=45|pol=s|R
459.5,0.0030224716721808246,0.0030224716721808246,0.007155175574159477,0.002795311013308179,0.031099361026538173,0.012462593409157851
459.75,0.0028809046496544163,0.0028809046496544163,0.0072076983616082635,0.0027959412568006065,0.030887971078499058,0.012545853386436556
460.0,0.0027478390019341423,0.0027478390019341423,0.0072577904636070435,0.002795390236469603,0.030674144592014296,0.012630744154175607
460.25,0.0026240552783298805,0.0026240552783298805,0.007307616348094018,0.002795164006127364,0.030468886332932543,0.012722260685072978
460.5,0.0025077815946902104,0.0025077815946902104,0.0073551380360167,0.0027938916250246247,0.03026136909720714,0.012815346222571815
460.75,0.0023986752897667625,0.0023986752897667625,0.007400358626780702,0.002791594120553612,0.030051656891155774,0.012909986112657531
461.0,0.002296403404976581,0.002296403404976581,0.00744328300209284,0.0027882943989628083,0.02983981357388436,0.013006164517037325
461.25,0.002200642569951467,0.002200642569951467,0.007483917761608274,0.002784017140844064,0.029625902842284745,0.013103864435512739
461.5,0.002111078884193891,0.002111078884193891,0.007522271159874626,0.0027787886992118763,0.029409988216352823,0.013203067728872597
461.75,0.002027407795159754,0.002027407795159754,0.007558353044562386,0.002772637000140816,0.029192133024821865,0.013303755142275699
462.0,0.0019493339730717132,0.0019493339730717132,0.007592174795964723,0.0027655914459286234,0.028972400391104974,0.013405906329086472
462.25,0.0018765711827592017,0.0018765711827592017,0.0076237492677551704,0.0027576828207498023,0.028750853219543765,0.013509499875138668
462.5,0.0018088421528050455,0.0018088421528050455,0.007653090728985186,0.0027489431987665876,0.028527554181955992,0.013614513323385617
462.75,0.001745878442269404,0.001745878442269404,0.00768021480731117,0.0027394058546637797,0.028302565704482478,0.013720923198916575
463.0,0.0016874203052475393,0.0016874203052475393,0.007705138433431104,0.0027291051765723586,0.02807594995472218,0.01382870503430231
463.25,0.0016332165535089041,0.0016332165535089041,0.007727879786719074,0.002718076581348656,0.02784776882915872,0.01393783339523997
463.5,0.0015830244174513907,0.0015830244174513907,0.007748458242042244,0.00270635643217534,0.02761808394086961,0.014048281906476922
463.75,0.0015366094055960042,0.0015366094055960042,0.007766894317742959,0.002693981958449429,0.027386956607514445,0.014160023277971221
464.0,0.0014937451628347733,0.0014937451628347733,0.007783209624772571,0.0026809911779249185,0.027154447839599475,0.01427302933127633
464.25,0.0014542133276347405,0.0014542133276347405,0.0077974268169603705,0.0026674228210753653,0.02692061832901736,0.014387271026110551
464.5,0.0014178033883915206,0.0014178033883915206,0.0078095695424037735,0.002653316257643324,0.026685528437850395,0.01450271848709341
